ArticleId,Text,Category
1130,fightstar take to the stage charlie simpson took his new band fightstar to the stage on friday night  just hours after officially announcing his departure from pop band busted.  he was greeted by a sell-out crowd at the university of warwick. confirmation of busted s long-rumoured split had come earlier in the day  when simpson held a press conference in london with bandmates matt willis and james bourne. all three band members stressed that the break up was amicable  although bourne admitted he was  devastated  to hear of simpson s departure.  this has been a really difficult decision   19-year-old simpson revealed   i hope the fans will understand.   while simpson declared he would look back with pride on busted s enormous success  his focus turned immediately to fightstar  with friday s press conference coinciding with the start of the band s 13-date tour of the uk. fuelled by this news  all 1 400 tickets to see charlie s first post-busted live appearance - at the university of warwick s student union - sold out rapidly. mike eccleshall  the venue s promotions coordinator  said:  tickets had been selling strongly over the past few days  but sales went mad after the news broke. we had completely sold out by 4pm.   with queues outside the venue long and expectations high  the pressure was on fightstar to impress. although many dedicated fans travelled to the gig from around the country  they faced a tough crowd made up chiefly of students  the average age of the audience far exceeding that of any busted concert. gone were the screaming girls to which simpson had become accustomed. support act brigade  fronted by simpson s brother  played a short set first and were met with general approval. when fightstar eventually took to the stage around 11pm  however  a riotous cheer easily drowned out any hecklers lurking in the crowd.  unfortunately  the band were initially hindered by technical teething problems as simpson s guitar amplifier failed to work. as sound technicians rushed to fix it  other band members did their best to improvise. when they eventually got under way  fightstar s blend of emotionally charged rock was warmly received. far heavier and less commercial than busted s chart-topping pop-punk  the band will undoubtedly appeal to a more mature fan-base. warwick student helen clutterbuck admitted:  i came to check out fightstar because of all the controversy.  i ve never heard them before  but i m pretty impressed.  less impressed were fellow students ryan crabbe and gordon rennie  who observed   with fightstar  charlie has clearly progressed from busted s sound  but they re still not very inspiring.  fightstar played for around 45 minutes  showcasing material from their forthcoming ep called they liked you better when you were dead  due for release in february.,entertainment
177,carry on star patsy rowlands dies actress patsy rowlands  known to millions for her roles in the carry on films  has died at the age of 71.  rowlands starred in nine of the popular carry on films  alongside fellow regulars sid james  kenneth williams and barbara windsor. she also carved out a successful television career  appearing for many years in itv s well-loved comedy bless this house. rowlands died in hove on saturday morning  her agent said.  born in january 1934  rowlands won a scholarship to the guildhall school of speech and drama scholarship when she was just 15.  after spending several years at the players theatre in london  she made her film debut in 1963 in tom jones  directed by tony richardson. she made her first carry on film in 1969 where she appeared in carry on again doctor. rowlands played the hard-done-by wife or the put-upon employee as a regular carry on star. she also appeared in carry on at your convenience  carry on matron and carry on loving  as well as others.  in recent years she appeared in bbc mini-series the cazalets and played mrs potts in the london stage version of beauty and the beast. agent simon beresford said:  she was just an absolutely favourite client she never complained about anything  particularly when she was ill  she was an old trouper.  she was of the old school - she had skills from musical theatre and high drama  that is why she worked with the great and the good of directors.  she didn t mind always being recognised for the carry on films because she thoroughly enjoyed making them. she was a really lovely person and she will be much missed.  her last appearance on stage was as mrs pearce in the award-winning production of my fair lady at the national theatre. previously married  she leaves one son  alan. her funeral will be a private  family occasion  with a memorial service at a later date.,entertainment
1443,sir paul rocks super bowl crowds sir paul mccartney wowed fans with a live mini-concert at american football s super bowl - and avoided any janet jackson-style controversies.  the 62-year-old sang hey jude and other beatles songs in a 12-minute set at half-time during the game in florida. last year  jackson exposed a breast during a dance routine  causing outrage among millions of tv viewers and landing the cbs tv network a fine. sir paul  however  did nothing more racy than remove his jacket as he sang. organisers were widely considered to be playing it safe this year by booking 62-year-old sir paul for his second super bowl show.  three years ago  he was invited to perform at the first super bowl after the september 11 attacks and performed his specially-written song freedom. this time  he started off the show  at the alltel stadium in jacksonville  florida  with the beatles numbers drive my car and get back. he then performed a mellow version of live and let die  the james bond theme he recorded with the band wings. finally  he closed the show with a rousing version of hey jude. the former beatle resisted any temptation to refer to janet jackson s headline-grabbing performance last year  instead keeping banter between songs to a minimum in order to squeeze as much music as he could into his slot. the singer removed his black jacket halfway through the show - but any fans hoping for a second  nipple-gate  were to be disappointed as he kept his red sweatshirt on underneath.  earlier  the black eyed peas and alicia keys had provided the night s other high-profile entertainment by performing in a pre-game show. black eyed peas singer fergie was dressed in a tight orange top and purple hotpants  but nothing in her performance was likely to upset tv watchdogs. after the controversy last year - which saw cbs fined a record $550 000 (£292 000) by federal regulators - super bowl organisers had turned to producer don mischer to oversee this year s half-time show. his previous production credits included olympic opening and closing ceremonies. the super bowl is watched by an audience of 144.4 million in the us  with many of the people watching are said to tune in specifically to see the entertainment put on around the event. michael jackson  aerosmith  diana ross  gloria estefan and phil collins are among the stars who have previously graced the super bowl stage.,entertainment
1797,french honour for director parker british film director sir alan parker has been made an officer in the order of arts and letters  one of france s highest cultural honours.  sir alan received his decoration in paris on wednesday from french culture minister renaud donnedieu de vabres.  you have explored the possibilities of film with an immense talent   mr de vabres said as he presented the award. parker praised french films  saying:  hollywood  which created modern cinema  uses it only as a commodity.  he told the minister:  i am honoured to be thus distinguished by france  the flag carrier of cinema throughout the world.  sir alan s films include oscar-winning fame plus midnight express and the commitments.  a founding member of the director s guild of great britain  he is a former chairman of the uk film council and on the board of the british film institute.  through your work and your campaigns  you have shown us how the artist occupies an essential place in our contemporary society   mr de vabres said.  through your dreams which you show us  through the links that you weave  you question the world through the mirror of your work.  he also cited the director s 2003 film the life of david gale  in which kevin spacey played a man on death row  as proof of his  veritable artistic commitment against the death sentence .,entertainment
2115,how the academy awards flourished the 77th annual academy awards are taking place on 27 february with the stars of the movie-making world once again holding their breath to discover who will be showered with the honours this year. but from humble beginnings  how did the modern day extravaganza become the behemoth it is today   how it all started the first academy awards were handed out in 1929 at a comparatively low-key dinner held at the hollywood roosevelt hotel - just over the road from their modern day home.  just 250 guests attended with ticket prices at $5.  the first film to win was wings  which starred clara bow in the only silent movie to win the big award. for the first 10 years or so  the winners list was handed to the newspapers so they could publish them at 11pm  but in 1940 the winners were published in the los angeles times at 8.45pm meaning guests entering the ceremony knew already knew the results. as a result the sealed envelope system was introduced  leading to the secrecy and suspense-filled night that happens today. when and where the tradition of holding the awards at a banquet continued until 1942 but with increasing interest came a growing guest list and it became impractical to host it as a dinner.  the ceremonies were then transferred to theatres with the famous grauman s chinese theatre the first to host the expanded event. other venues included the dorothy chandler pavilion and the shrine auditorium. they are now held at the kodak theatre  which opened in 2002 just across the road from its original home and holds 6 000 people. until 1954 they were held on a thursday  then swapped around from monday to wednesday before sunday night was settled on  although the month swapped from may to april to march and now its current month of february. the first televised ceremony was in 1953  with bob hope as the mc. who was oscar  there is no solid evidence as to how the trophy became to be known as oscar.  one popular story is that academy librarian margaret herrick said the statue looked like her uncle oscar. a journalist apparently overheard this conversation and used the phrase in an article.  the first time it is thought to have been used in print was when columnist sidney skolsky used it to describe katherine hepburn s first best actress win in 1934. the academy officially adopted the nickname in 1939. the trophy was designed by mgm art director cedric gibbons. since its inception 2 530 oscars have been handed out. in support of the war effort  the academy handed out plaster oscar statuettes during wwii. after the war  winners exchanged the plaster awards for the real thing. fifty-five statues were stolen in en route to the awards in 2000  52 were recovered nine days later. winners were unaffected as a new batch was rushed out. who sits in judgement  the academy was set up in 1927 as a non-profit organisation with 36 members from different film disciplines. douglas fairbanks sr was the first president and oversaw the first awards. there are now 5 700 members of the academy - with membership by invitation only to those who are seen to have achieved distinction in the movies and are therefore seen as fit to judge their peers. some of the criteria for admittance includes: film credits that reflect the high standards of the academy  receipt of an academy award nomination  achievement of unique distinction  earning of special merit  or making an outstanding contribution to film. the stars who left empty-handed while many of the biggest films and movie-makers have been honoured by the academy  there is still surprise at those that did not receive any nominations that later went on to become classics.  among the overlooked films were hobson s choice  dirty harry  the 39 steps  the searchers and king kong. actors that failed to win for their iconic roles included al jolson in the jazz singer (1927)  humphrey bogart in casablanca (1944)  gene kelly in singing in the rain (1952) and henry fonda in 12 angry men (1957). alfred hitchcock also failed to win an award despite five nominations. his enduring influence on the horror genre was finally recognised with an honorary gong in 1968. the show always goes on not even war has halted the glittering hollywood event. there were calls for it to be cancelled in 2003 during the war in iraq  but as it didn t stop during world war ii or the vietnam war.  documentary winner michael moore ensured nobody forgot about the iraq war though and used his acceptance speech to criticise the american invasion. the ceremony was muted with the glitz turned down and many female stars opting for demure dark dresses. the ceremony has been postponed on three occasions. los angeles floods in 1938 saw it put back a week. the death of martin luther king saw it postponed for two days in 1968 as a mark of respect and there was a 24-hour delay following the assassination attempt on president ronald reagan. controversies and other gaffes three people have refused oscars  including actor george c scott who said the whole thing was  demeaning . writer dudley nichols refused his academy award in 1935 for his screenplay for the insider because the writers  guild was striking at the time. marlon brando turned down his best actor oscar for the godfather in 1973 in protest as hollywood s apparent discrimination against native american people. he sent along a woman called sacheen littlefeather to collect his award. she was later revealed to be native american actress maria cruz.  the following year robert opal interrupted proceedings when he streaked  flashing a peace sign as well as everything else. the tv network managed to pan away and avoid too much nudity. opal was murdered in 1979. frank capra was the butt of one major gaffe in 1934 when the host opened out best picture envelope and declared  come on up and get it  frank  to which frank capra bounded up to the stage before realising that he had meant frank lloyd had won for cavalcade.  capra vowed he would never to go the awards again but went the following year to collect his award for it happened one night.,entertainment
985,music mogul fuller sells company pop idol supremo simon fuller has sold his 19 entertainment company to an us entrepreneur in a $156m (£81.5m) deal.  robert sillerman s sports entertainment enterprises  which is to be renamed cfx  recently also bought an 85% share in the estate of elvis presley. mr fuller has been appointed to the cfx board and will plan and implement the company s creative strategy. the 19 firm handles a roster of music artists  tv shows and pr strategies for stars including the beckhams. the deal sees mr fuller receive £64.5m in cash and about 1.9 million shares in sports entertainment. there will also be a further £19.2m in either cash or stocks by the end of the financial year in june. mr fuller has signed a long-term agreement with the company which will see him continue to expand and develop entertainment brands. he said:  this is a hugely exciting new partnership for myself and 19 entertainment.   ckx will provide 19 with a powerful platform for global growth and allow us to fully take advantage of all the amazing opportunities that lie ahead. i cannot wait to get started.   mr fuller was the creative drive behind pop idol and its us offspring american idol. 19 management runs the careers of many of its successful contestants including will young  gareth gates and kelly clarkson. the company was set up 15 years ago by mr fuller  taking the name from his first successful single - 19 by paul hardcastle. fuller was the driving force behind the spice girls phenomenon  using canny marketing and catchy pop songs to secure their place as the most lucrative girl group in history. he then put together s club 7  who had their own tv show as well as a music career. mr sillerman s deal to buy the presley estate sees him control the operation of graceland  as well as money from the late star s music and films. presley s daughter lisa marie retains possession of graceland and many of her father s  personal effects .,entertainment
391,joy division story to become film the life of late joy division singer ian curtis is to be made into a film  it has been announced.  the manchester-based production is called touching from a distance  after a book by curtis s widow deborah which forms the basis for the film. music mogul tony wilson  who headed the record company joy division were signed to  will be co-executive producer. the musician committed suicide in 1980 aged 23  shortly before the band were due to go on tour in the us. mr wilson  who has remained friends with curtis s widow and daughter natalie  who he says asked for his involvement to make the film  official .  people have different ideas as to why ian committed suicide  so maybe the film will reflect those different views   he told the bbc news website.  plans for a separate joy division film had been announced at the cannes film festival earlier this year  but the project did not get off the ground as it failed to get the backing of curtis s family. mr wilson  who was also involved with joy division s sucessor band new order  as well as the happy mondays  said he would  rather not  appear in the film. he made a cameo appearance in 24 hour party people  in which his leading role was played by steve coogan.  i m not an actor and i did a lousy job playing my part in 24 hour party people   said the factory records founder  who has been associated with the manchester music scene since the 1970s.  film people have a tendency to mess up when they touch music  but i hope this one works.   this is much more than the music - they want to do the real story of ian   he said. the film is to be directed by dutch-born anton corbijn  who has made music movies for depeche mode and u2. it will be produced by a us production company  while the widow of ian curtis will also be an executive producer.,entertainment
148,bennett play takes theatre prizes the history boys by alan bennett has been named best new play in the critics  circle theatre awards.  set in a grammar school  the play also earned a best actor prize for star richard griffiths as teacher hector. the producers was named best musical  victoria hamilton was best actress for suddenly last summer and festen s rufus norris was named best director. the history boys also won the best new comedy title at the theatregoers  choice awards.  partly based upon alan bennett s experience as a teacher  the history boys has been at london s national theatre since last may. the critics  circle named rebecca lenkiewicz its most promising playwright for the night season  and eddie redmayne most promising newcomer for the goat or  who is sylvia   paul rhys was its best shakespearean performer for measure for measure at the national theatre and christopher oram won the design award for suddenly last summer. both the critics  circle and whatsonstage.com theatregoers  choice award winners were announced on tuesday. chosen by more than 11 000 theatre fans  the theatregoers  choice awards named us actor christian slater best actor for one flew over the cuckoo s nest. diana rigg was best actress for suddenly last summer  dame judi dench was best supporting actress for the rsc s all s well that ends well and the history boys  samuel barnett was best supporting actor.,entertainment
1595,blair ready to call election tony blair seems certain to end weeks of phoney war on monday and announce there will be a general election on 5 may.  the date has been pencilled into the diaries of politicians and political journalists for many months and  despite occasional panics that the prime minister was on the verge of calling a snap poll  it has not shifted. over the weeks  there have been any number of signs that 050505 was going to be the day mr blair would go for an historic third term. and the calling of a special political cabinet meeting has only added to the belief that the announcement is imminent. the prime minister and his campaign boss alan milburn have already insisted the election will be fought on the economy and what they claim is a stark choice between labour s stability and investment against tory cuts and boom and bust.  and chancellor gordon brown has stepped into the front line of the campaign - to the relief of many of his supporters in westminster - to underline that economic message. and it is certain one of the big arguments at the centre of the election battle will be around the big parties  tax and spend policies.  during the phoney campaign  labour got into trouble over its central claim that michael howard was planning £35 bn cuts in public services. the prime minister found himself struggling to explain how a smaller  slower increase in spending planned by the tories compared to labour s plans was a cut. and it looked like the labour campaign - which was already being criticised for being thrown into defensive mode by mr howard on issues such as immigration and health - was on the rocks. then deputy conservative chairman howard flight was reported to have suggested mr howard was secretly planning even bigger  cuts .  he was sacked for his gaffe  but the damage had been done and the faltering labour campaign was back on track. a second central argument will be over taxation  with the tories claiming the chancellor has to fill a black hole at the centre of his finances and will be forced to raise taxes if labour wins again. mr brown slaps that aside  claiming his forecasts are accurate and that previous claims of looming economic disaster have proved inaccurate. as usual  the liberal democrats will have to fight to get their voice heard over the sounds of battle between the two big parties. but leader charles kennedy believes he has set out a distinctive manifesto with plans for a tax rise for the wealthiest to finance extra spending and the abolition of the council tax in favour of a local income tax. other issues are certain to play a part - immigration and asylum  the war on iraq  law and order and education  for example. but  as ever  it will be the economy that will almost certainly decide the outcome. and  whatever that outcome  2005 is set to be a far more lively  even bitter campaign than 2001 s non-event.,politics
623,voters  don t trust politicians  eight out of 10 voters do not trust politicians to tell the truth  a new poll conducted for the bbc suggests.  and 87% of the 1 000 adults quizzed by icm for bbc news 24 said politicians did not deliver what they promised. the poll comes after foreign secretary jack straw predicted trust would be  the key choice  at the next election. both the tories and the lib dems are keen to emphasise a perceived lack of trust in tony blair  following his claims over iraqi weapons.  but according to the bbc poll  61% said the issue of trust made no difference to whether or not they would vote at the next election  widely expected on 5 may. the poll also looked at what lay behind the lack of trust in politicians. some 87% said politicians did not keep the promises they made before elections  while 92% said they never gave  a straight answer . just under three-quarters of respondents (73%) said politicians had shown themselves to be dishonest too often.  mr straw told activists in blackburn on thursday that voters would have to decide at the next election which party  best deserves  their  future trust .  that in the end is the key choice at the next election.   he acknowledged that the public had lost faith in labour  but suggested it could persuade people to  reinvest their trust with us  if the party could overcome tory attempts to spread cynicism in politics. the conservatives are keen to highlight the trust issue. during his response to gordon brown s budget statement on tuesday  michael howard compared the chancellor s figures to the prime minister s claims about iraq s weapons of mass destruction.  the lib dems are also keen to highlight the trust issue  with charles kennedy has claiming voters had a  fundamental lack of trust in the prime minister . and the green party unveiled a billboard opposite the palace of westminster accusing the government of lying over the iraq war.  former education secretary estelle morris told bbc news 24 that there was a  real problem of trust  between the public and the politicians. she said she did not feel her own colleagues could be trusted  but suggested the  three-cornered relationship  between the press  politicians and the public had a hand in the issue. the public was often turned off by sitting on the sidelines in  the battle of words  between the politician and the journalist  she added. lib dem foreign affairs spokesman menzies campbell said the iraq war had hit trust in politicians hard.  issues of war and peace  life and death do have a very damaging effect on the credibility of politicians . martin bell  who won the tatton seat from tory neil hamilton on anti-corruption platform  said politicians often failed to see themselves as others did.  we need public figures we trust to tell the truth and who can see themselves as others see them.,politics
14,hague  given up  his pm ambition former conservative leader william hague says he will not stand for the leadership again  having given up his ambition to be prime minister.  mr hague  43  told the daily telegraph he would now find a life dominated by politics too  boring  and unfulfilling. mr hague  who stepped down after his party s 2001 election defeat  does not rule out a return to the front bench. he also told the paper he hopes to remain mp for richmond  north yorks  and start a family with wife ffion. mr hague  who recently had published the biography of william pitt the younger  also said he wanted to continue writing books and speech-writing.  he told the newspaper:  i don t know whether i will ever go back on to the front  but don t rush me.  asked if he would stand for the leadership again  mr hague replied:  no. definitely not.  his determination to stay away from a central role will disappoint some senior conservative members  who say the party needs him. tim collins  the shadow education secretary  said last week it would be a  huge boost  to the party if mr hague returned to the front bench. mr hague became an mp at 27 and leader of the opposition at 36. he said:  i feel fortunate that  by the age of 40  i had crammed in an entire political career.  i had been in the cabinet and been leader of the party  so now i can branch out into other things...it is a very liberating feeling.  mr hague added that he may have misjudged his own ambition to be prime minister.  maybe i wasn t as driven by politics as i thought i was   he said.,politics
1175,what really divides the parties so what is the gap between labour and the tories nowadays   one starbucks  one rymans and one small greek cafe as it happens. both parties have now completed their moves to new headquarters  with labour creating its election hub just three doors away from the tories  new headquarters in victoria street  just down the road from the commons. that should make things a little easier if and when the crack-of-dawn election press conferences kick off. unlike 2001  there should be no need for colleagues to have taxis gunning their engines outside  or to buy scooters  to get themselves between the tightly-timetabled events.  and  to all intents and purposes  we already appear to be in that general election campaign. certainly the press conference hosted by election co-ordinator alan milburn  in the rather compact new conference room - still smelling of new carpet and with the garish new labour coffee mugs as yet unstained - had all the hallmarks of an election event.   welcome to the unremittingly new labour media centre   he said. and i ll bet he hadn t checked that one with gordon brown. along with work and pensions secretary alan johnson and minister for work jane kennedy  he then went on to tear into the tory plans to scrap the new deal welfare-to-work scheme  which they claimed would lead to an increase of almost 300 000 in unemployment. and they ridiculed the claims made on monday by michael howard that he could save £35 billion of labour waste and inefficiency to spend on public services while also offering £4 billion of tax cuts. labour has come up with a figure of £22 billions worth of efficiency savings so  understandably perhaps  believe mr howard must be planning cuts to squeeze the extra £13 billion. these figures  based on the two parties  own detailed studies  will be battered to within an inch of their lives during the campaign. wednesday was just the start.,politics
1792,choose hope over fear - kennedy voters will have a clear choice between the politics of fear and the politics of hope in the next general election  said charles kennedy.  in his new year message the liberal democrat leader said labour and the conservatives were united in relying on fear and  populist scares . he said his party was the one of hope and was ready for a 2005 poll. on the asian tsunami he said it had been  very heartening  to learn of the generosity being shown by britons. mr kennedy said his thoughts were with all those caught up in the disaster  which had dominated the christmas and new year period. at home he said many people were turning to the liberal democrats as they became disheartened with the politics of the other two main parties.  the general election would be a three-party struggle  as the conservative party  fades away  as a national force and the liberal democrats challenge labour in its heartlands  he said.  a clear division is emerging in british politics - the politics of fear versus the politics of hope.  labour is counting on the politics of fear  ratcheting up talk of threats  crime and insecurity. while the conservatives are re-working their populist scares about asylum and the european  menace    he said. he said the government was using this climate of fear to try to strip away civil liberties.  it was already using detention without trial at belmarsh prison  ignoring a recent law lords judgement that this contravenes basic human rights  he said. he also criticised attempts to bring in trial without jury  plans to lower the burden of proof in some criminal trials  curbing of rights to protest  increased stop and search powers and id card plans. he said while everyone had the right to be secure they also had the right to be protected against unfair discrimination.  but at the same time  an overmighty state is a dangerous one   he said. his party  instinctively  understood the  new liberal britain  which is no longer a nation with one family structure  and one colour  he said.  we are less deferential; more inclined to think for ourselves; more open about sexuality and equality.  our national institutions are changing too. we are no longer a nation of one church; we are a nation of many faiths. in our attitudes and the way we live our lives  this is in many ways a liberal britain.,politics
1736,brown calls for £5.5bn aids fund gordon brown has called on rich nations to fund a £5.5bn ($10bn) plan to fight the aids epidemic and find a vaccine.  on the fourth day of his six-day tour of africa  the uk chancellor predicted a vaccine could be found by 2012 if the world stepped up its funding pledges. doubling the £400m being spent yearly on finding such a vaccine could advance it by three years and save six million lives  mr brown said on thursday. he hopes to use the uk s g8 presidency to push the issue forward.   i believe that the generation that provided the finance to combat  cure and eradicate the world s deadliest disease of today - and today the world s least curable disease - hiv/aids - will rightly earn the title  the great generation    mr brown said in a speech during his african tour. the problems of hiv/aids were inseparable from poverty  he added.  at least $10 billion per annum (£5.5bn) is needed to address the hiv/aids crisis in low and middle income countries.  existing financial commitments on their own will not stop the pandemic.  the uk s proposal for an international finance facility is so important - increasing world aid flows by over $50 billion (£27bn). a doubling of world aid to halve world poverty.  mr brown also said he had agreed with the italian finance minister domenico siniscalco to push forward with plans for the world-wide sharing and co-ordination of research into the disease.  currently the private sector was only spending £60m a year on seeking an inoculation and the market needed boosting  mr brown said. he called on industrialised nations to commit themselves to buying the first 300m vaccines at a cost of $20 each  thereby boosting the market for inoculations. this would be a  large enough inducement to create much stronger interest from both large and small pharmaceutical firms   mr brown added.  more must also be done to finance the treatment and care of those living with hiv/aids and their families  he said. but aid charity actionaid criticised mr brown s preoccupation with finding a vaccine and called on g8 nations to fund hiv/aids treatments. the charity s head of hiv/aids in britain  simon wright said:  while encouraging the pharmaceutical industry to discover an hiv vaccine is important  a failure to provide any funding for hiv treatments condemns a generation of people to death.  hiv is decimating african countries  killing the most productive adults who should be working  caring for children and building the economy. an hiv vaccine is probably at least 10 years away. treatments are needed now.  on wednesday  mr brown visited slums in the kenyan capital nairobi . he will visit an hiv/aids orphanage in tanzania and a women s credit union in mozambique before chairing a meeting of the commission for africa in cape town. the chancellor has already unveiled proposals for a g8 aid package which he has likened to the marshall plan used by the united states to rebuild europe after world war two.,politics
2045,kennedy begins pre-election tour liberal democrat leader charles kennedy has begun a week-long tour to persuade voters they are the  real opposition .  mr kennedy is visiting constituencies in somerset and hampshire on monday - rural seats where his party is hoping to make gains from the conservatives. later he will visit places  such as liverpool  where labour is targeted. labour say a lib dem vote could  let the tories in   while the tories say the lib dems would mean  higher taxes  soft crime laws  more power to europe . mr kennedy s tour comes as he  labour leader tony blair and conservative leader michael howard all step up campaigning ahead of the next general election  widely expected to be held on 5 may. on tuesday mr kennedy will visit leicester south  where lib dem mp parmjit singh gill overturned a big labour majority to win the seat in last year s by-election.  stops in shrewsbury  north dorset  liverpool  manchester  basingstoke and west london are planned for later in the week. the liberal democrats say in the northern cities  the race is between them and labour  while in southern seats - particularly the south west - it is between them and the tories. speaking to the bbc s westminster hour on sunday  mr kennedy said the upcoming general election - widely tipped for 5 may - would be much more unpredictable than any others in  recent experience . asked whether it was realistic to assume the liberal democrats could win the general election  he said:  there s no limit to the ambitions we have as a party.  but we have got to be responsible  we have got to be credible  we have got to demonstrate to people that we are up to that task.   mr kennedy said the british public felt let down by labour on issues from iraq to top-up fees and the conservatives were not  asking the critical questions . and he said people were  highly sceptical  about labour and conservative promises on tax. but he brushed off labour suggestions a vote for his party would mean letting the tories in  by the back door .  if you look at the four previous parliamentary by-elections  the liberal democrats have demonstrated that  not only can we leapfrog the conservatives where we start in a third place position  but we can go on to defeat the government.  that s going to be the story  i think  of this coming general election.,politics
1369,no uk apology  for colonial past the days of britain having to apologise for its colonial past are over  gordon brown has said.  the chancellor  speaking during a week-long tour of africa  said it was time to talk about enduring british values of liberty and tolerance. mr brown has signed a debt relief deal with tanzania which could cost the uk £1 billion. south african president thabo mbeki has attacked british imperialists  saying they treated africans like savages. mr brown said that missionairies had come to africa because of their sense of duty. he added that the history of internationalism and enterprise had given britain a greater global reach than any other country. bbc political correspondent mark mardell said britishness had long been a theme of the chancellor s but  never before has he been so outspoken in defending britain s past history .  the uk has pledged to pay 10% of the developing world s foreign debt bill in an attempt to fight poverty. on top of the relief deal with tanzania mr brown said the uk would make similar offers to 70 poorer nations around the world. under the plan - which could cost the uk £1bn - countries must spend the cash saved on health  education and welfare.  we make this offer unilaterally but we are now asking other countries to join us   the chancellor said. mr brown  on a week-long tour of africa  spent two days in tanzania before heading on friday evening to mozambique  a country where more than half of the 17-million population lives below the poverty line.  there he is expected to strike a similar debt relief pact. the chancellor said he hoped other g8 and european countries would follow suit. the uk has already cancelled its bilateral debts - money the uk alone is owed - with the world s poorest nations including tanzania. former international development secretary clare short questioned the effectiveness of debt relief as a means of tackling poverty.,politics
1498,lib dems unveil election slogan the liberal democrats will present themselves as  the real alternative  in the forthcoming general election campaign  charles kennedy has said.  unveiling the slogan at the party s spring conference  he said there was no  glass ceiling  to its ambitions. he told delegates that labour had abused the public s trust and that the tories had failed to oppose them. in response  the conservatives insisted that theirs was the party that understood the  forgotten majority .  speaking in harrogate mr kennedy said:  people want a credible  principled political party which offers a different vision of what britain can be.   only the liberal democrats stood against the iraq war  he said  and they had also provided strong opposition to the government s plans on id cards  anti-terror measures and taxation. he said:  if you voted conservative in 2001 ... what good did it do you  your vote was wasted.  what people needed was ... a party which was listening to their concerns; a party which was prepared to stand up and say so; a party which said no to the prime minister.  responding to the claims tory party co-chairman liam fox said:  like labour  the lib dems are soft on crime  support higher taxes  oppose controlled immigration and support giving europe more control over our lives.   mr kennedy also outlined his party s plan to impose a 50% income tax rate on earnings over £100 000 a year. the money would be used to help pay for key policies such as abolishing university tuition fees  scrapping council tax in favour of local income tax  and providing free care for the elderly  he said. labour and the tories claim the sums do not add up  and that working families would be hardest hit. mr kennedy said:  britain is the fourth-largest economy in the world. we have world class businesses and a world class workforce.   so why are two million of our pensioners living below the poverty line   all the parties are campaigning hard for an expected election in may  although prime minister tony blair has not confirmed any timing. earlier  mr kennedy told radio 4 s today programme there was no possibility of forming a coalition with labour in the event of a hung parliament.  we go into the election as an independent party and we come out as an independent party   he said. mr kennedy has been under fire in recent days for missing monday s commons vote on the government s controversial anti-terrorism laws  along with 16 other lib dem mps. on saturday  the lib dem chief executive said it was  just a cock-up  that mr kennedy and his colleagues missed the vote  which the government won by a majority of only 14.  nobody had any idea that was going to happen   lord rennard told reporters at the party conference. he said he was certain mps would get another chance to vote against the plans.,politics
1818,baron kinnock makes lords debut former labour leader neil kinnock has officially been made a life peer during a ceremony in the house of lords.  he will be known baron kinnock of bedwellty - after his former constituency. lord kinnock - who led labour from 1983 until 1992 - was until recently one of britain s eu commissioners. a former critic of the house of lords  he has said he will use the upper house to advocate its reform and to talk on issues like higher education.  i accepted the kind invitation to enter the house of lords as a working peer for practical political reasons   he said when his peerage was first announced.  it is a good base for campaigning on national issues like education  sustainable transport  industrial change and the ageing society and global concerns  particularly poverty and oppression.  during his induction into the upper house  lord kinnock was accompanied by lords leader baroness amos and baroness royall of blaisdon  a former aide to the ex-labour leader. it has been a long journey for the new lord kinnock from his earliest days as a rebellious youngster in the south wales valleys. born in 1942 in tredegar to a miner father and nurse mother  he attended lewis boys  school in nearby pengam  known then as the  eton of the valleys . from there he went to cardiff university  where he met his future wife glenys  now a labour mep.  after a brief career as a tutor for the workers  educational association  he became an mp at the age of just 28 for his home seat of bedwellty (later islwyn). he gained a reputation as a left-wing firebrand  voting against his own labour government s spending cuts proposals in 1975  and later rejecting a junior post in james callaghan s administration. but he joined the shadow cabinet in 1980  and after labour s heavy defeat in the 1983 he was elected leader. he took on the far-left militant tendency and began the long process of returning his party to the centre ground. he was not expected to win the 1987 election  when margaret thatcher was still riding high  but was bitterly disappointed to lose the next one in 1992 to john major  and stepped down. he remained an mp until 1995  when he resigned to become european commission for transport. four years later he became vice-president of the european commission  with responsibility for internal reform. as he assumes the title of lord kinnock  he has also become chairman of the british council  which promotes the uk s reputation for arts  science and education.,politics
